M.C.216 M.C.218 M.C.226 M.C.306 M.C.329 M.C.334 M.C.337 M.C.339 M.C.358 M.C.360 M.C.363 M.C.373 M.C.482 M.C.488 M.T.18 M.T.20 M.T.22 M.T.235 M.T.245 M.T.29 M.T.31 M.T.32 M.T.399 M.T.43 M.T.44 M.T.500 M.T.7 M.T.83 M.T.8 LOC baseMean log2FoldChange lfcSE stat pvalue padj cds ncbi_id protein protein_id location gbkey saccver SPID gene.Uni species pident length mismatch gapopen qstart qend sstart send evalue bitscore
0 0 0.730443664047427 6.62266488476321 1.19597312106937 0 0 0 0 0 1.08568403418547 0 0 1.0630580187508 2.15478055462433 4.41833992155356 0 0 0 6.8877127044035404 0 0.865658028197297 5.62476371893747 0.749799429914167 0 4.81198347862517 3.04628313662612 1.5056383508054 0 LOC132739257 7.98100609590485 5.49945395739097 1.16985821564195 4.70095767492061 2.58944188243682e-6 0.0039107057321049 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
11.9544538389214 12.075889059639 12.0776110079734 12.1395705058889 12.3233226818016 11.7609785076262 12.0946676567439 11.1633700769885 11.5388692488316 11.5781910703229 11.9338749170759 11.2631985618795 11.6981242387852 12.0471433265652 11.3006728025738 10.5701639006835 11.3426977460926 11.681833416055 11.4444357253269 10.870889308495 11.077455567611601 10.5880410688795 11.4948661613302 11.5023513389542 10.4964553363786 11.2197238718075 11.0274032831988 11.648776595923101 11.0018196159036 LOC132741452 3019.41162696987 -0.670131080926132 0.142735796506122 -4.69490553406756 2.66729957856422e-6 0.0039107057321049 lcl|NW_026854897.1_cds_XP_060585598.1_11743 132741452 "rho GTPase-activating protein gacU-like isoform X2" XP_060585598.1 join(126354..126482,128439..128521,128932..129028,129788..130156,130553..130754,131846..132092,132483..132574,132919..133048,135565..135664,139118..141625) CDS sp|Q80Y19|RHGBA_MOUSE Q80Y19 RHGBA MOUSE 30.663 362 206 9 97 1149 22 349 3.22e-32 140
7.02659862925069 6.82269452440587 6.78684168027148 7.40030654012397 6.90413923449318 7.21486577465201 7.33038851706498 7.71678627439675 6.90872444611083 7.23205302529159 6.2085718877684 7.20975719164295 7.06361034287446 6.64574999717957 7.59622894619129 7.55984586796328 7.62887624324826 7.60187924578561 8.00304897220651 7.87550806547562 7.85889867546952 7.51980819196744 7.2969198570289 7.49930047362678 7.82341969030142 7.6070656254511 7.9859262434776 7.41137760625995 7.29706921422739 LOC132728236 168.3466674674 0.579507495352734 0.126298120717471 4.58840948749423 4.46635882536148e-6 0.00604470132103153 lcl|NW_026852917.1_cds_XP_060569828.1_4940 132728236 elongin-C XP_060569828.1 join(17159..17327,20274..20322,23590..23731) CDS sp|P83941|ELOC_RAT P83941 ELOC RAT 95.413 109 5 0 31 357 4 112 8.56e-76 222
1.70922712394321 0 0.730443664047427 2.00603181088576 3.65751859508121 2.02647754872983 1.76515947452759 2.9433956956571 1.07263071193603 0 1.08568403418547 0 0 1.0630580187508 8.28034191159108 0.886947513213227 3.73426307798479 5.31765269589329 2.19609044699292 0.996421738028343 0 3.98176778699675 0 0 2.42046645512126 7.20247521614847 1.77411012660204 1.91044649202401 8.25017721080383 LOC132746691 30.126264659205 4.57749787444229 1.00170411936335 4.56971054222236 4.88398298951789e-6 0.0061377711941127 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
1.09418743226954 0 0 0 1.19597312106937 3.3536433362488 0.847760635670227 1.95161927165925 2.10761936276762 2.75354412435829 1.08568403418547 0 0 1.66844190052297 5.15096947184211 3.24680219316618 1.53286398123086 6.69935698942837 2.80128245109184 1.58018950980923 2.43932469631405 3.73688178873269 4.1211791844541 4.11748035673611 2.99376588706691 6.3998055622409 0.853402160223866 0.940919512041985 1.09245591886189 LOC132733594 11.249891971932 3.32698983692717 0.733669863881254 4.5347233145529 5.76790468005534e-6 0.00676536766272625 lcl|NW_026866764.1_cds_XP_060576237.1_55171 132733594 "actin, clone 302-like" XP_060576237.1 257069..258226 CDS sp|Q964E1|ACTC_BIOOB Q964E1 ACTC BIOOB 53.175 378 173 3 22 1155 3 376 3.81e-154 442
10.3000895180523 11.1869411961116 9.0965431322469 9.88147239163797 11.3941569980677 10.1810979585714 11.5006090628058 9.23214667230795 10.2475654788059 10.2990150070272 10.3734444172206 8.77348215842203 10.2768090672904 10.961826347744 8.58602913053471 8.68366919574082 9.33063943217443 9.87281337601684 9.93514142718927 9.29662669298301 9.15347174429107 8.5605396868847 10.1576402295347 9.13946889107394 8.81744988479943 9.9230617066462 8.95051226122406 9.49418628840997 9.38607084970385 LOC132758583 1028.44268321166 -1.10225973892519 0.244884910848367 -4.50113375751318 6.75919518221759e-6 0.00699536941387861 lcl|NW_026859998.1_cds_XP_060606255.1_30282 132758583 "centromere-associated protein E-like" XP_060606255.1 complement(join(245327..245490,246081..246157,247016..247209,248766..248899,249661..249758,250412..250511,251120..251294,251780..251872,252265..252324,255931..256029,256707..257126,258672..259526,259948..260115,260879..261009,262180..265171,265711..265834,266702..266918,272674..272734,272956..273111,274001..274123,274889..275021,276915..277045,277748..277804,278508..278575,279355..279439,280053..280163,280778..280896,281875..281964,283895..283998,290312..290367)) CDS sp|Q02224|CENPE_HUMAN Q02224 CENPE HUMAN 46.189 433 216 8 1 1266 1 427 1e-98 361
9.93394587526634 9.17416078395232 8.6142515707401 9.64465137543604 9.97909020027829 9.86170669520644 9.04440983410809 8.53148618312476 8.74876353934344 8.81367622164874 9.21338970264625 9.14923790638096 9.29331714480174 9.72509338241882 8.44305713625907 7.8473706308707 8.36430571218772 9.07275281536249 9.16535278228302 8.65818818875484 8.47131035106511 8.26137782618703 8.63385691106008 8.63294359364609 8.13181016074713 8.85027933385145 8.72703706307571 8.6772602622306 8.59670123238215 LOC132734395 514.309499871057 -0.740498646848384 0.16408142166842 -4.51299506866051 6.39185088484229e-6 0.00699536941387861 lcl|NW_026866981.1_cds_XP_060577116.1_55953 132734395 "thyroid receptor-interacting protein 11-like isoform X5" XP_060577116.1 join(134000..134093,142299..142375,144035..144145,146279..146378,149395..149540,154331..154396,155626..155802,156353..156539,156964..157067,158839..158973,160300..160417,161000..161134,163091..163371,164948..165035,166365..170536,170948..171019,171657..171778,172647..172810,173274..173377,185609..185708,194172..194253,195470..195584,196242..196379,196756..197112) CDS sp|Q15643|TRIPB_HUMAN Q15643 TRIPB HUMAN 34.039 614 355 13 5461 7236 1392 1977 2.25e-79 297
0 0 1.21306632744527 1.00402400802028 2.89820168759372 0 0 0 0 0.968854776182021 2.95126872082585 0 0 1.66844190052297 3.70990065111626 3.58980789359112 2.25918024055738 1.10002060259267 1.13364218249913 0.996421738028343 0 2.35356408060077 3.26792805384204 0.749799429914167 7.16784822116733 2.41532496408588 0.853402160223866 6.6486545822271 4.7572604596959 LOC132739594 11.573504059787 4.01832656710784 0.902523596711176 4.45232299936616 8.49462558673504e-6 0.0071227731340234 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
10.2791593151106 9.01744625899099 9.10520261450708 8.88453671774928 10.5331049380377 9.60310676564856 9.68491862033137 8.81178309737039 9.55309219650236 9.72988518459634 9.78841536581067 8.62143423676204 9.55411637382853 10.6779850709313 8.39946330238759 8.52641812093293 9.16443703588306 9.04803130239848 9.02690005727129 8.59276593454283 8.68021429349312 8.34400828093119 9.31956040241926 8.74030682467898 8.62724837671305 8.68159134472629 7.8812129055119 9.42251644205083 8.86543305129602 LOC132752300 629.970671410529 -0.888026434195065 0.199909215287461 -4.44214856687882 8.90650272527651e-6 0.0071227731340234 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8.87218342117104 3.31842912691591 2.92438353493164 9.11654676108961 3.32724928505318 3.03084361203832 3.51047690038852 6.3953104398548 2.92971350056991 3.52733924429895 2.45668162796123 3.14675743959239 8.91466272437416 5.4781377102794 3.70990065111626 0.886947513213227 2.74001889273083 3.76334282717947 5.29321699082661 5.20248207327466 3.94275874456958 3.64505465689531 4.1211791844541 3.93666052827205 4.05938876324177 5.15684836209029 3.52203511976787 3.21377695349528 4.63108750981391 LOC132712777 67.4621730947492 -2.84209913636111 0.634453068698483 -4.47960499614478 7.47812983097798e-6 0.0071227731340234 lcl|NW_026860611.1_cds_XP_060551199.1_32602 132712777 "uncharacterized protein LOC132712777" XP_060551199.1 complement(join(6460..6707,6973..7150,7605..7694,11428..11577,12070..12167,12694..12823,14337..14530,14807..14943,16453..16567,17890..18137,19669..>19829)) CDS sp|S8FGV1|LAC2_FOMSC S8FGV1 LAC2 FOMSC 36.455 299 161 9 7 882 64 340 9.32e-44 167
0 0 0 0 0 5.39190019297148 0.847760635670227 0 1.07263071193603 0 0 0 0 0 3.26791368199567 0 0.96110354871964 2.14754526416681 0 5.51655268405815 1.07448452200814 2.75599722807583 0 0 0.903569088054215 1.05907767312848 5.28234935400645 0 5.34457476727267 LOC132719142 5.03641176120999 5.25291637795765 1.17421399903888 4.47355965970197 7.69280813936194e-6 0.0071227731340234 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
7.39089480413331 6.55648582282931 7.19644950160494 6.13720534320638 5.85308986037334 5.52627671054971 6.07415291200049 6.69062675198023 6.38792914647186 6.91481304461446 5.91853464100736 6.46834346195286 6.45785645980573 5.97941413435757 5.11548437105849 4.09895227205228 5.0933043769242 6.65092601583606 5.29321699082661 3.45291907209738 4.78362780225614 5.04721785411974 4.32133365894575 4.88876660066856 5.19763797772916 5.50549592460797 4.56005364839748 6.68779427119203 4.98066126773673 LOC132725056 62.6279829377629 -1.22515364997801 0.275207676371936 -4.45174228469649 8.51763552916376e-6 0.0071227731340234 lcl|NW_026864281.1_cds_XP_060566034.1_45972 132725056 "serine-rich adhesin for platelets-like isoform X3" XP_060566034.1 complement(join(197269..197356,200555..200719,201286..201480,202044..202223,203064..203215,203511..203651,204347..204457,205056..209594,209956..210071,213052..213249,213542..213735,214886..214964,216025..216042,217508..217559,218212..218478,218754..218893,219547..219662,220784..220944,226650..226844,233372..233503,234695..234910)) CDS sp|E9Q3S4|M3K19_MOUSE E9Q3S4 M3K19 MOUSE 64.388 278 97 2 6592 7419 1030 1307 1.07e-96 347
7.11193157724793 8.55788730075322 7.10960129194701 9.16536972279765 8.69838792983078 7.81639815858655 7.60975771456541 6.52077851647927 7.11798732639701 6.84444925208877 8.20488392639278 6.76484551035313 7.80146864850362 7.56573813259217 7.30480226461835 6.07129552811041 6.34833636547909 7.39199381341172 6.95413023617477 6.56276579840931 6.80215374927527 6.19674496133866 6.50429041171056 7.33240695451655 6.51651270832552 6.55749459463117 6.05196550718272 6.76302529495082 7.24417202234953 LOC132740341 166.867129190291 -1.08009400277963 0.244692628029619 -4.41408477025669 1.01438208350858e-5 0.00775958190315214 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
1.70922712394321 0 1.21306632744527 2.00603181088576 2.6238604131911 0 0.847760635670227 0 0 0.968854776182021 2.45668162796123 1.69810764213327 0 5.11977207504535 7.1642696343816 2.13653170793392 3.10003366681418 5.54668155669134 4.14711736957886 2.31619860795616 5.3113916341252 2.56876750485238 4.1211791844541 1.89771910588049 0.903569088054215 3.80768344859022 7.41975495510719 3.21377695349528 6.30621372995631 LOC132741641 20.936550720639 3.26600696927638 0.74617609416428 4.37699223389664 1.20328260015559e-5 0.00843155294580814 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
6.96240042660836 7.0595359248186 5.61817681929089 6.05230950610917 7.72404909572321 6.77633849263342 6.48811779755151 5.3960638921821404 7.46286338770115 6.73201800092663 6.67262813703162 5.8639667666922 6.98331241887627 6.61401252745841 6.11263611478139 5.29339503894425 5.17118855059272 5.04527568732302 5.41934292649247 5.16295910117873 5.6969562801302 5.36759328374964 6.31391388446332 6.31069073803441 6.03190074370378 5.66804976737572 5.7178798818971 6.5387731351758 5.53277480077747 LOC132758975 78.6664024752998 -0.977412804946313 0.223428159980133 -4.37461779675947 1.21645421368687e-5 0.00843155294580814 lcl|NW_026860124.1_cds_XP_060606675.1_30672 132758975 "uncharacterized protein LOC132758975" XP_060606675.1 complement(join(<3931..4038,5073..5309,8545..10247,29897..30115)) CDS sp|Q9C0D7|ZC12C_HUMAN Q9C0D7 ZC12C HUMAN 52.761 163 70 1 1798 2265 210 372 1.06e-44 176
