baseMean log2FoldChange lfcSE stat pvalue padj LOC cds ncbi_id protein protein_id location gbkey saccver SPID gene.Uni species pident length mismatch gapopen qstart qend sstart send evalue bitscore
18.464006091096 -1.39290345306632 0.358076172081631 -3.88996409609959 1.00259054625529e-4 0.0283915413780476 LOC132737603 lcl|NW_026853707.1_cds_XP_060580917.1_7509 132737603 neurofibromin-like XP_060580917.1 join(413605..413667,415203..415346,421018..421101,421610..421678,421966..422084,423155..423261,423884..423954,424129..424204,424574..424680,424897..424962,425358..425537,425946..426158,427350..427499,428083..428199,428653..428769,429033..429112,429428..429611,430054..>430240) CDS sp|P21359|NF1_HUMAN P21359 NF1 HUMAN 49.215 764 320 10 4 2133 1 750 0 717
2825.68075350575 -1.08806202114933 0.284715367847948 -3.82157812335022 1.32600392885916e-4 0.0304076398637654 LOC132737737 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
30.8898875131461 -2.67600129546526 0.745129430399627 -3.59132411939503 3.29002170239074e-4 0.0499922809899862 LOC132738344 lcl|NW_026853913.1_cds_XP_060581810.1_8320 132738344 "methyltransferase-like protein 27" XP_060581810.1 complement(join(22177..22367,23289..23381,25998..26133,27446..27574,32425..32535)) CDS sp|Q8N6F8|MET27_HUMAN Q8N6F8 MET27 HUMAN 29.586 169 114 3 73 579 31 194 5.65e-23 96.3
6.31442651006159 2.55595570941828 0.67047909162466 3.81213335560525 1.37772506352117e-4 0.0304076398637654 LOC132738891 lcl|NW_026854090.1_cds_XP_060582484.1_8922 132738891 "metabotropic glutamate receptor 3-like" XP_060582484.1 complement(join(115236..115649,116502..117432,118313..118439,118892..119098,119824..119949,120425..120712,121469..121685,145380..145862)) CDS sp|P70579|GRM8_RAT P70579 GRM8 RAT 47.985 819 404 10 85 2496 40 851 0 770
11.573504059787 4.01903452464628 0.891089399044272 4.51024838692599 6.4751762930458e-6 0.00711888499511918 LOC132739594 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
166.867129190291 -1.08009527304767 0.246310107173435 -4.3851033375871 1.15930730144786e-5 0.00861578683479645 LOC132740341 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
57.4359887451374 -0.859136003254599 0.199332951754467 -4.31005508970167 1.63213882058559e-5 0.0103140271348728 LOC132740826 lcl|NW_026854709.1_cds_XP_060584825.1_11045 132740826 "nicotinamide/nicotinic acid mononucleotide adenylyltransferase 1-like isoform X3" XP_060584825.1 complement(join(360488..360524,364204..364302,365262..365320,365962..366063,369522..369661,370518..370663,373532..373599,385373..385461,386518..386617)) CDS sp|Q0VD50|NMNA1_BOVIN Q0VD50 NMNA1 BOVIN 53.435 262 111 3 37 807 8 263 8.98e-91 273
3.32309616425464 2.78499108574429 0.737228140953136 3.7776516264608 1.58314120648321e-4 0.0325192244097943 LOC132740831 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
3019.41162696987 -0.670129690223259 0.144434764012975 -4.63967033700459 3.48965401415725e-6 0.00543513612704991 LOC132741452 lcl|NW_026854897.1_cds_XP_060585598.1_11743 132741452 "rho GTPase-activating protein gacU-like isoform X2" XP_060585598.1 join(126354..126482,128439..128521,128932..129028,129788..130156,130553..130754,131846..132092,132483..132574,132919..133048,135565..135664,139118..141625) CDS sp|Q80Y19|RHGBA_MOUSE Q80Y19 RHGBA MOUSE 30.663 362 206 9 97 1149 22 349 3.22e-32 140
148.710091665987 -1.08299472880144 0.267540510398025 -4.04796539854935 5.16647817204954e-5 0.018933622948158 LOC132741637 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
20.936550720639 3.26613494225905 0.741242088988914 4.4062998995567 1.05151354695622e-5 0.00854469051852687 LOC132741641 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
16.0070015394868 1.87289387854048 0.48783718652347 3.83917817312677 1.23446825087591e-4 0.0299639111803517 LOC132742094 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
16.9206129477503 2.45803510183869 0.65414277614118 3.75764311934889 1.71521268594244e-4 0.0341035373407066 LOC132742395 lcl|NW_026855187.1_cds_XP_060586789.1_12820 132742395 "chitin synthase chs-1-like isoform X1" XP_060586789.1 join(131811..131839,152594..152711,167791..167890,168809..168947,170047..170172,170536..170947,171677..171805,172317..172440,173234..173984,175786..175882,176722..176888,177751..177830,179360..179468,180195..180348,180917..181127,181272..181472,181915..182141,182474..182644,182934..183098,184203..184332,185263..185574,185733..186032,186500..186699,187243..187317,188707..188821,189454..189620,196041..196607) CDS sp|G5EBQ8|CHS2_CAEEL G5EBQ8 CHS2 CAEEL 40.752 1011 518 21 1603 4473 507 1490 0 693
21.9107325733692 -2.10590769304316 0.58518238820313 -3.59872022039076 3.19786992560953e-4 0.0493951974459852 LOC132742636 lcl|NW_026855248.1_cds_XP_060587070.1_13073 132742636 "uncharacterized protein LOC132742636" XP_060587070.1 join(78..351,5637..5756,6383..6540,8580..9350,11304..12743,13056..13276,14712..14863,15315..16477) CDS sp|P31422|GRM3_RAT P31422 GRM3 RAT 26.705 352 216 14 1807 2802 166 495 1.99e-24 115
566.536996307377 -0.926628498251145 0.233045272135454 -3.97617376984397 7.00329596912261e-5 0.0222091705274094 LOC132742857 lcl|NW_026855305.1_cds_XP_060587330.1_13304 132742857 "RNA-binding motif protein, X-linked 2-like" XP_060587330.1 join(269941..269954,270511..270669,271225..271354,271958..272141,273254..273930) CDS sp|Q8R0F5|RBMX2_MOUSE Q8R0F5 RBMX2 MOUSE 67.974 153 48 1 1 456 1 153 2.47e-73 234
21.4814198294794 0.948462073597764 0.25482327212319 3.7220386729013 1.97620746057696e-4 0.0378828165692855 LOC132743293 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
121.39176392814 -0.814776455632253 0.208640492944028 -3.90516933762629 9.41594272888102e-5 0.0279339634290137 LOC132743875 lcl|NW_026855610.1_cds_XP_060588437.1_14296 132743875 "nucleolar MIF4G domain-containing protein 1-like" XP_060588437.1 complement(join(8609..8884,10521..10652,11608..11772,12545..12672,13045..13170,13584..13814,15203..15296,17523..17644,17993..18181,18580..18605,18965..19799,21251..21316,22136..22280,22988..23119,25012..25203)) CDS sp|Q5C9Z4|NOM1_HUMAN Q5C9Z4 NOM1 HUMAN 48.463 553 262 11 1216 2850 321 858 1.04e-147 462
1116.29813316087 -0.587298011047892 0.154785927948674 -3.79425971618452 1.48084608445248e-4 0.0310977677735022 LOC132745132 lcl|NW_026856019.1_cds_XP_060589946.1_15645 132745132 "uncharacterized protein LOC132745132" XP_060589946.1 join(217349..217460,218899..218995,219441..219496,220400..220450,220974..221073,221317..221377,222360..222458,225808..225888,226570..226747,227292..229219) CDS sp|Q32KX7|BMI1_BOVIN Q32KX7 BMI1 BOVIN 61.207 232 82 4 1 687 1 227 2.31e-85 280
63.4393586862316 1.19536866520539 0.307228984027868 3.89080694644671 9.99114019193434e-5 0.0283915413780476 LOC132745166 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
14.2496014973126 -1.73336042113627 0.449931808835576 -3.85249583847431 1.169199644163e-4 0.0293605264276925 LOC132745195 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
226.469305161018 -1.34143357988449 0.283251170533228 -4.73584478877601 2.18144494462445e-6 0.00370647327409372 LOC132745822 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
541.237710873527 -0.410098649178409 0.099790570322749 -4.10959319955825 3.96356725708248e-5 0.0178070065961306 LOC132746012 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
167.977222341686 -0.891393129850417 0.231493396429437 -3.85062011962026 1.17819126916904e-4 0.0293605264276925 LOC132746109 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
82.1608047374183 -1.39118086046472 0.268156817474252 -5.1879376909681 2.12635719824266e-7 6.6236026725259e-4 LOC132746399 lcl|NW_026856403.1_cds_XP_060591504.1_17037 132746399 "FYVE and coiled-coil domain-containing protein 1-like" XP_060591504.1 join(244740..244917,245325..245444,245898..246010,246523..246629,247547..247690,247893..247977,248382..248641,249111..249467,249688..249820,250936..252438,252627..255905,256338..256472,257153..257224,258924..258971,259772..259890,260508..260646,261012..261085,261674..261849,262517..262718,263987..264106,265802..265961,266730..266899,267500..267557) CDS sp|Q8VDC1|FYCO1_MOUSE Q8VDC1 FYCO1 MOUSE 52.907 172 81 0 157 672 12 183 7.67e-58 226
127.955885523493 -0.703886267119081 0.173297554088511 -4.06172072549606 4.87123306549575e-5 0.018933622948158 LOC132746437 lcl|NW_026856414.1_cds_XP_060591559.1_17085 132746437 "uncharacterized protein LOC132746437" XP_060591559.1 join(368595..369544,370510..374002) CDS sp|Q9C0G0|ZN407_HUMAN Q9C0G0 ZN407 HUMAN 34.314 408 243 7 2515 3708 1405 1797 1.76e-61 237
30.126264659205 4.57749787444229 1.00170411936335 4.56971054222236 4.88398298951789e-6 0.00570510262963059 LOC132746691 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
60.611045635065 -1.17570140189077 0.240040420254602 -4.89793094281266 9.68510579592327e-7 0.00226268284157257 LOC132746792 lcl|NW_026856504.1_cds_XP_060592026.1_17503 132746792 "phospholipase D1-like" XP_060592026.1 join(77330..77358,82391..82548,87950..88112,100183..100311,103876..104011,110441..110506,111677..111834,122931..>123083) CDS sp|Q9Z280|PLD1_MOUSE Q9Z280 PLD1 MOUSE 37.086 302 169 7 97 990 19 303 8.52e-43 161
12.0498915454582 -2.96108332114681 0.764885867294722 -3.87127471922011 1.08267689490154e-4 0.0286796585871703 LOC132747531 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
9.28054056054614 3.06776911541369 0.807506443512587 3.79906456482148 1.45243254537698e-4 0.0310977677735022 LOC132748111 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
185.887741308899 -0.756754843194113 0.189541758623245 -3.99254944499236 6.53666972061869e-5 0.0218161351925649 LOC132748454 lcl|NW_026857012.1_cds_XP_060594056.1_19328 132748454 "hsp90 co-chaperone Cdc37-like" XP_060594056.1 join(83698..83736,97826..97959,104733..104787,107896..108000,108437..108487,109389..109454,111360..111518,113390..113505,114257..114377,115248..115316,116635..116847) CDS sp|Q24740|CDC37_DROVI Q24740 CDC37 DROVI 56.447 349 146 2 10 1053 2 345 1.06e-108 327
4.42662813214426 3.22310371478312 0.8815489116708 3.65618251252148 2.55999121333428e-4 0.0443020701640905 LOC132749695 lcl|NW_026857426.1_cds_XP_060595535.1_20656 132749695 "atrial natriuretic peptide receptor 1-like" XP_060595535.1 join(161674..161969,169614..169723,172446..172580,178387..178599,179121..179227,179535..179642,180679..180789,182092..182230,182674..182816,183532..183649,184094..184178,186934..187030,187511..187697,188011..188087,188765..188941,189319..189490,190068..190220,190715..190895,191308..191448,191698..191890,192259..192421,192884..192994,193267..193736) CDS sp|P55205|GUC2G_RAT P55205 GUC2G RAT 33.144 1056 623 30 304 3387 92 1092 7.07e-165 523
34.3943650872732 -1.40020081508622 0.361679456749312 -3.87138608222565 1.08218229721562e-4 0.0286796585871703 LOC132750588 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
16.5202768302423 -1.38411061292942 0.341776081770224 -4.04975856051846 5.1270502189341e-5 0.018933622948158 LOC132750696 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
59.6080595297804 -1.23411282279025 0.29435543213734 -4.19259401407765 2.75782731844799e-5 0.0143177201616092 LOC132752133 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
629.970671410529 -0.888028627415185 0.202183010831616 -4.39220201421752 1.12208363798802e-5 0.00861578683479645 LOC132752300 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
5.7956285009374 -2.56357615946921 0.661634152736295 -3.87461280356694 1.06794365847098e-4 0.0286796585871703 LOC132752875 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
146.517318848101 -0.830867755366684 0.208715760437401 -3.98085776380975 6.86670306874506e-5 0.0222091705274094 LOC132753131 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
28.6399971813972 1.7315915895052 0.479394688059995 3.61203749777155 3.03800622718699e-4 0.0481127974924358 LOC132754368 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8.42591320564742 -4.39900511426567 1.02138414586146 -4.30690561635401 1.65554207622356e-5 0.0103140271348728 LOC132754445 lcl|NW_026858838.1_cds_XP_060601056.1_25630 132754445 "LOW QUALITY PROTEIN: peptidase M20 domain-containing protein 2-like" XP_060601056.1 complement(join(2011..2138,2724..2976,3368..3522,4364..4506,5112..5260,5635..5806,6853..6953,6955..7047)) CDS sp|A3KG59|P20D2_MOUSE A3KG59 P20D2 MOUSE 49.5 400 189 5 10 1179 22 418 1.21e-122 364
21.185655739433 -1.95234871213839 0.529274226320814 -3.6887281017062 2.25377914821367e-4 0.0406367145948431 LOC132754670 lcl|NW_026858913.1_cds_XP_060601311.1_25861 132754670 "baculoviral IAP repeat-containing protein 7-like isoform X2" XP_060601311.1 complement(join(284889..285034,293806..293889,298061..298223,325619..325785,359900..360046,373519..373692,379864..379936)) CDS sp|O62640|PIAP_PIG O62640 PIAP PIG 48.077 104 53 1 259 567 75 178 4.47e-26 109
34.6928437390678 1.20119175538096 0.293324930402625 4.09508920272194 4.22005873610815e-5 0.0178070065961306 LOC132755646 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
3.01178788025513 4.03243142619708 1.06845175317868 3.77408845481368 1.60593777021167e-4 0.0325192244097943 LOC132755778 lcl|NW_026859247.1_cds_XP_060602679.1_27104 132755778 "multidrug resistance-associated protein 1-like isoform X1" XP_060602679.1 complement(join(101878..101992,103503..103697,104260..104426,105239..105397,105927..106073,106416..106517,107042..107165,107600..107799,109461..109626,110757..110901,111379..111610,115083..115224,115821..115875,116503..116689,117140..117307,118038..118214,118605..118731,119621..119690,120080..120164,120671..120817,121642..121779,122453..122634,123431..123569,123813..124008,125407..125673,126002..126130,126593..126651,127483..127599,128586..128714,129221..129355,130236..130412,130739..130780)) CDS sp|O35379|MRP1_MOUSE O35379 MRP1 MOUSE 41.432 1564 849 22 10 4614 3 1528 0 1164
1370.91880631704 -0.891535572296808 0.227730650069424 -3.91486860475313 9.04534533930933e-5 0.0274001209223638 LOC132756133 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
606.573668231562 -0.73608463231381 0.180183412364552 -4.08519642654199 4.40395447155722e-5 0.0178934584942183 LOC132757650 lcl|NW_026859722.1_cds_XP_060604974.1_29132 132757650 "neurabin-1-like isoform X12" XP_060604974.1 complement(join(16295..16465,16627..16812,17276..17367,21131..21166,24205..24375,27978..28165,32774..32856,33146..33291,35214..35312,35588..35735,36414..36510,37170..37291,37863..38045,38730..38866,39416..39524,40037..40141,42139..42159,42923..43052,72771..72875,74073..74193,92129..92261,93004..93158,96083..96166,99510..99607,114893..115062)) CDS sp|O35867|NEB1_RAT O35867 NEB1 RAT 72.393 163 45 0 472 960 455 617 1.03e-66 248
213.408538801715 -1.31784939859906 0.342694589843381 -3.8455506379641 1.20282020090136e-4 0.029579880993219 LOC132757649 lcl|NW_026859722.1_cds_XP_060604961.1_29139 132757649 "titin homolog" XP_060604961.1 complement(43806..54599) CDS sp|D3ZQL6|MILK1_RAT D3ZQL6 MILK1 RAT 56.075 107 47 0 1 321 1 107 4.29e-32 141
22.773666764948 2.34750465871414 0.559561605337965 4.1952568516496 2.7256253991645e-5 0.0143177201616092 LOC132757773 lcl|NW_026859747.1_cds_XP_060605143.1_29289 132757773 "uncharacterized protein LOC132757773" XP_060605143.1 join(235987..236060,241786..241846,243071..243156,244777..244910,245363..245526,246164..246387,246727..246809,247729..247790,248422..248593,249183..249258,250452..250530,251102..251150,251456..251570,252693..252794,253243..253406,254437..254592,255016..255522,259979..260057,260454..260514,261452..261537,263840..263970,266875..267038,267583..267806,268982..269067,269317..269378,269916..270087,270790..270865,271292..271370,272583..272631,273078..273192,273730..273799) CDS sp|F1RAX4|STRA6_DANRE F1RAX4 STRA6 DANRE 24.337 641 449 11 25 1908 12 629 1.61e-51 197
175.932090283333 -1.08274708062933 0.190443875307319 -5.68538672552268 1.30516970844931e-8 1.64423245911945e-4 LOC132758254 lcl|NW_026859905.1_cds_XP_060605796.1_29882 132758254 "golgin subfamily A member 3-like isoform X2" XP_060605796.1 join(206368..206427,207012..207126,209746..209945,210656..210788,211181..211302,211499..214195,214443..214674,214893..215107,215660..215938,216330..216446,217263..217388,217681..217820,219713..219826,220455..220596) CDS sp|P55937|GOGA3_MOUSE P55937 GOGA3 MOUSE 28.295 1085 746 9 1393 4584 394 1467 9.3e-93 335
1028.44268321166 -1.10225486069574 0.248043380906609 -4.44379872854074 8.83842928173181e-6 0.00786620206074131 LOC132758583 lcl|NW_026859998.1_cds_XP_060606255.1_30282 132758583 "centromere-associated protein E-like" XP_060606255.1 complement(join(245327..245490,246081..246157,247016..247209,248766..248899,249661..249758,250412..250511,251120..251294,251780..251872,252265..252324,255931..256029,256707..257126,258672..259526,259948..260115,260879..261009,262180..265171,265711..265834,266702..266918,272674..272734,272956..273111,274001..274123,274889..275021,276915..277045,277748..277804,278508..278575,279355..279439,280053..280163,280778..280896,281875..281964,283895..283998,290312..290367)) CDS sp|Q02224|CENPE_HUMAN Q02224 CENPE HUMAN 46.189 433 216 8 1 1266 1 427 1e-98 361
78.6664024752998 -0.977402052398898 0.223260744245166 -4.3778500143563 1.19855782613541e-5 0.00861578683479645 LOC132758975 lcl|NW_026860124.1_cds_XP_060606675.1_30672 132758975 "uncharacterized protein LOC132758975" XP_060606675.1 complement(join(<3931..4038,5073..5309,8545..10247,29897..30115)) CDS sp|Q9C0D7|ZC12C_HUMAN Q9C0D7 ZC12C HUMAN 52.761 163 70 1 1798 2265 210 372 1.06e-44 176
84.1229342524441 -1.14015319901759 0.290954052384556 -3.91867097114921 8.90385611308466e-5 0.0274001209223638 LOC132759052 lcl|NW_026860152.1_cds_XP_060606759.1_30744 132759052 "E3 ubiquitin-protein ligase Bre1-like" XP_060606759.1 join(958..963,1745..1846,3647..3823) CDS sp|Q9VRP9|BRE1_DROME Q9VRP9 BRE1 DROME 74.468 94 23 1 1 279 950 1043 6.48e-45 157
944.614984888529 -0.69480234713948 0.172961574674068 -4.01709078128351 5.89210303505442e-5 0.0200224374045758 LOC132759065 lcl|NW_026860156.1_cds_XP_060606774.1_30760 132759065 "CAP-Gly domain-containing linker protein 1-like isoform X4" XP_060606774.1 join(25883..25936,53017..55096,61811..61948,63108..63192,66622..66715,68552..69713,70700..70788,71614..71701,105472..105692,108684..108924,111341..111502,125262..125335,125880..125978,126430..126549,127268..127365,127728..128763) CDS sp|Q5JR59|MTUS2_HUMAN Q5JR59 MTUS2 HUMAN 30.199 351 220 4 3886 4908 998 1333 7.26e-31 137
58.5373744264797 -0.953666465767604 0.21915404364436 -4.35158051345472 1.35159670529135e-5 0.0093560527488501 LOC132759372 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
19.0242098791404 1.92142307730696 0.495733027928227 3.87592306556008 1.06221245033941e-4 0.0286796585871703 LOC132759609 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
5.88695767641742 2.6463872273086 0.676186140887243 3.91369634378516 9.08939270832829e-5 0.0274001209223638 LOC132759776 lcl|NW_026860353.1_cds_XP_060607606.1_31500 132759776 "patched domain-containing protein 3-like" XP_060607606.1 join(366483..366499,373290..373530,375787..376077,376912..377071,378220..378314,378641..378819,379424..379572,379957..380157,380472..381874) CDS sp|Q0EEE2|PTHD3_MOUSE Q0EEE2 PTHD3 MOUSE 27.897 889 560 17 46 2643 76 906 3.21e-94 320
907.156617493087 -0.806492403694477 0.221410937765326 -3.64251383348224 2.69988463747297e-4 0.0450375981780813 LOC132759803 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
279.446084733278 0.495386170044709 0.127008969421377 3.90040303690023 9.60326828532597e-5 0.028044544414491 LOC132759828 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
17.7975877180299 -1.85685843463967 0.508933365365091 -3.64852957382275 2.63745546153867e-4 0.0444090473659078 LOC132760118 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
1426.63151415271 -0.66120620829966 0.177268789000773 -3.729964039506 1.91507101000812e-4 0.0372840387260956 LOC132760491 lcl|NW_026860535.1_cds_XP_060608456.1_32273 132760491 "serine/arginine repetitive matrix protein 1-like isoform X1" XP_060608456.1 join(52685..52708,59008..59097,59913..60035,62641..62811,63051..63142,63532..63621,64148..64456,64956..65060,66766..67014,67488..67569,68322..68478,69077..69137,69530..69670,70248..71238,71797..71895,72533..72667) CDS sp|Q52KI8|SRRM1_MOUSE Q52KI8 SRRM1 MOUSE 67.785 149 47 1 7 453 2 149 6.7e-53 204
786.505092191626 -0.717204112356753 0.193486569378875 -3.70673848143104 2.09945537916897e-4 0.0393419880410256 LOC132760496 lcl|NW_026860535.1_cds_XP_060608467.1_32280 132760496 "intersectin-1-like isoform X4" XP_060608467.1 complement(join(137283..137434,138853..139026,146562..146639,147489..147566,148957..149155,152427..152564,153526..153597,154379..154546,155008..155106,155628..155735,156471..156546,158134..158240,160310..160431,170713..170898,171375..171429,171678..171806,172050..172171,172569..172656,173892..174719,175204..175373,175724..175898,176164..176310,176679..176897,177968..178077,179020..179237,179983..180140,180744..180883,181257..181344,182044..182184,182705..182854,183934..184045,184782..184932,185470..185592,185894..186072,186356..186419,187223..187314,188669..188753,191190..191395,192066..192129,193090..193182,193926..193941)) CDS sp|Q9WVE9|ITSN1_RAT Q9WVE9 ITSN1 RAT 55.35 701 257 9 3796 5877 1061 1712 0 753
255.285827690257 -0.864348930591048 0.20352597901582 -4.24687273227101 2.16775011642956e-5 0.0122356518160707 LOC132760592 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
67.4621730947492 -2.84207898029531 0.636970350670059 -4.46187012834365 8.12474639576797e-6 0.00769397434314614 LOC132712777 lcl|NW_026860611.1_cds_XP_060551199.1_32602 132712777 "uncharacterized protein LOC132712777" XP_060551199.1 complement(join(6460..6707,6973..7150,7605..7694,11428..11577,12070..12167,12694..12823,14337..14530,14807..14943,16453..16567,17890..18137,19669..>19829)) CDS sp|S8FGV1|LAC2_FOMSC S8FGV1 LAC2 FOMSC 36.455 299 161 9 7 882 64 340 9.32e-44 167
