M.C.193 M.C.216 M.C.218 M.C.226 M.C.306 M.C.329 M.C.334 M.C.337 M.C.339 M.C.358 M.C.360 M.C.363 M.C.373 M.C.482 M.C.488 M.T.18 M.T.20 M.T.22 M.T.235 M.T.245 M.T.29 M.T.31 M.T.32 M.T.399 M.T.43 M.T.44 M.T.500 M.T.7 M.T.83 M.T.8 LOC baseMean log2FoldChange lfcSE stat pvalue padj Accession Begin End Chromosome Orientation Name Gene.ID Gene.Type Transcripts.accession Transcript.name Protein.accession Protein.name Protein.length Locus.tag
5.74113994582565 6.37503281669562 6.25367694840596 6.72066173471132 5.33238538823274 5.89027377198114 6.32194732940617 6.23674321789356 5.71986259590019 4.78500463306525 6.78511159103645 6.38022417076646 6.31942253888711 6.46330423980028 7.20193534066581 5.00744151959683 4.98373124162897 4.97019130734153 5.40107178925064 5.92697927493662 5.16567114168046 5.60787991208332 5.01336757974898 5.62755654525452 5.48347672341949 6.35961899328298 4.28083608680145 4.51094626624461 5.37600850792124 5.53500652585321 LOC132759372 58.4700840984085 -0.921853011999923 0.219352770494071 -4.20260482657019 2.63860990600071e-5 0.0213821638454129 NW_026860247.1 231578 253644  plus "golgin subfamily A member 1-like" 132759372 protein-coding XM_060751137.1 "golgin subfamily A member 1-like" XP_060607120.1 "golgin subfamily A member 1-like" 909 
5.76576581085496 6.27249358318002 7.17854897783705 5.93471197400108 5.43674068743548 5.82581631098345 6.12393903087845 6.7144970666278 6.65219426677003 6.23214979046188 7.61886416282954 7.28031805467425 5.56041298091419 5.51821679990737 4.64431984398843 4.88598236547629 3.37331148156434 5.01319004205134 5.89349523216449 4.8342562264397 4.94996208246053 4.7898090625435 4.43233883017159 5.7485450295947 5.24432348837883 6.14524036212439 6.24485149976426 4.03038610933582 5.24197484734744 4.63327648759653 LOC132752133 59.5327419214334 -1.19844341648617 0.288572159681207 -4.15301121844228 3.28128645879184e-5 0.0248174632499956 NW_026858111.1 8763 73360  plus "uncharacterized LOC132752133" 132752133 protein-coding XM_060742416.1 "uncharacterized LOC132752133, transcript variant X1" XP_060598399.1 "uncharacterized protein LOC132752133 isoform X1" 981 
8.6395318428401 8.76080565623754 8.9626129697809 7.60041450805275 8.14511273087105 9.29802446331181 8.67354648673975 8.49610829092668 7.84449636812946 8.4591843703164 9.59915336889145 8.46707682066436 7.85064954611469 9.1281390997895 8.9899410308386 8.35478659709088 6.5112978073172 7.9460860115812 7.67938289357199 7.88006057187981 7.87828603488822 7.80206017831835 7.03489018992228 7.03061619769936 8.41220752143528 7.81482981901074 8.50915959131953 8.03226415812532 8.07165916113982 7.76569626272086 LOC132722176 323.076797787057 -0.829169685458485 0.201047224846379 -4.12425332452143 3.71939362533807e-5 0.0263728254246627 NW_026863477.1 156982 165426  minus "RING finger protein PFF0165c-like" 132722176 protein-coding XM_060706624.1 "RING finger protein PFF0165c-like" XP_060562607.1 "RING finger protein PFF0165c-like" 1020 
8.5395406667533 10.284174784412 9.01996010766101 9.10965421518198 8.88721864793739 10.5385098239208 9.6049216139601 9.68570329751227 8.81399215574529 9.55804632936137 9.73194100747651 9.79482024055833 8.62682573322078 9.55961940558251 10.6805224705621 8.40354929343618 8.52960716575613 9.16671948582292 9.05106560760338 9.03016006185041 8.59554855343275 8.68661231138949 8.34655628700785 9.32240648627198 8.74425136647388 8.62979758119813 8.68293421781847 7.88235502811057 9.42460887333247 8.86770912199868 LOC132752300 622.808393408431 -0.834741973672866 0.203949038552639 -4.0928948701928896 4.26020903121184e-5 0.0279054739903165 NW_026858154.1 11861 35801  minus "uncharacterized protein PF3D7_1120600-like" 132752300 protein-coding XM_060742609.1 "uncharacterized protein PF3D7_1120600-like, transcript variant X1" XP_060598592.1 "uncharacterized protein PF3D7_1120600-like" 3239 
8.38121067997258 9.93896025443349 9.1766751324705 8.61869989386208 9.64733563242335 9.98449338052788 9.86352192670844 9.04519397799388 8.53369418578416 8.7537127521837 8.81572989571879 9.219791034437 9.15463360010142 9.29881872693685 9.72762933315152 8.4471434880405 7.85055446869773 8.36658521081217 9.07578721803939 9.1686133591936 8.66097112769792 8.47770593825267 8.26392536900775 8.6367002829515709 8.63688742215072 8.13435671930199 8.8516225685527 8.72818134293943 8.67935062988517 8.59897630254438 LOC132734395 509.426124325621 -0.693437512273414 0.169795422539361 -4.08395881292186 4.4274881606496e-5 0.0279054739903165 NW_026866981.1 133828 198566  plus "thyroid receptor-interacting protein 11-like" 132734395 protein-coding XM_060721129.1 "thyroid receptor-interacting protein 11-like, transcript variant X1" XP_060577112.1 "thyroid receptor-interacting protein 11-like isoform X1" 2496 
6.82454469051101 7.67045288681639 7.75268915287698 6.55808063589353 6.72486819018625 6.45650086699102 3.94146602784668 7.07278668054533 5.39822533580014 7.20097323651387 6.64011846500921 7.36168293258353 6.19183212565315 7.09488291298853 7.12507083107917 5.83973323887097 5.02202676850865 6.22819173499876 5.65184279642253 5.80874551922625 6.12497003569912 4.46643427513387 6.74480784010104 5.35009352931983 4.85900579828908 4.93809214995363 6.28553819402933 4.56115202913649 6.66389428304776 5.34679963212033 LOC132759052 85.2613624513765 -1.13705378564853 0.280629859034992 -4.05179188543422 5.08268662591972e-5 0.0288315398855296 NW_026860152.1 724 4153  plus "E3 ubiquitin-protein ligase Bre1-like" 132759052 protein-coding XM_060750776.1 "E3 ubiquitin-protein ligase Bre1-like" XP_060606759.1 "E3 ubiquitin-protein ligase Bre1-like" 94 
7.75806683378818 8.50448130351276 8.22865543738334 7.93651485506851 8.65815621603741 7.85586438654998 8.10296651534683 8.01928765788159 8.09743419817624 7.8534316346455 6.52469108497705 7.42929733642613 8.69508181085868 8.0505715848693 8.29050027406114 9.47697276235927 9.24356244415379 8.6616921649892 9.51145524129596 7.88006057187981 9.03729188392606 8.25448918592299 8.76777333186516 9.04375530478582 8.90096867189511 8.35793447534648 7.86484645261117 8.34325988689403 9.05155094733188 8.96913927597085 LOC132732296 363.543263753277 0.764665025616848 0.188525515578429 4.05602935640157 4.9913988746124e-5 0.0288315398855296 NW_026866367.1 10368 59550  plus "ATP-dependent 6-phosphofructokinase, muscle type-like" 132732296 protein-coding XM_060718686.1 "ATP-dependent 6-phosphofructokinase, muscle type-like, transcript variant X1" XP_060574669.1 "ATP-dependent 6-phosphofructokinase, muscle type-like isoform X1" 824 
8.79117313445345 9.95725661101791 9.38987606806447 8.87178608567915 9.22745233554817 9.43126347015418 9.272967274261 9.82457603838027 8.13722911404584 9.40390008119423 9.35491343315273 9.65252724232552 9.07248806262798 9.13125962006269 9.72762933315152 8.8202869017771 8.39016674963452 8.31166776966403 8.88614712488401 8.49204484473845 8.99281247359028 8.78798789681583 8.35746617227471 8.8409941366937 9.02538822185723 8.73099552346592 8.98112177418078 8.85434417014982 9.17162765617655 8.37579716149837 LOC132729677 540.891416070394 -0.586745791760044 0.145536225839196 -4.0316133552092 5.53952671242045e-5 0.0299266335963857 NW_026865596.1 59541 97625  plus "transcriptional regulator ATRX-like" 132729677 protein-coding XM_060715486.1 "transcriptional regulator ATRX-like, transcript variant X1" XP_060571469.1 "transcriptional regulator ATRX-like isoform X1" 1783 
7.70174985842754 7.03157969891438 6.82519099770827 6.79126103919072 7.40297825703175 6.90950269031834 7.21667073340651 7.33116926830359 7.71898973959408 6.91364395465176 7.23409758910895 6.214897484094 7.21512594108774 7.06907957592303 6.64826361109514 7.6003059081701 7.56302664689779 7.63115113228887 7.60490365552814 8.00630251373909 7.87828603488822 7.86528472748909 7.52235014237255 7.29975228815337 7.50323242545073 7.82596407928753 7.60840487411296 7.98706870653708 7.41346078848765 7.2993356792356 LOC132728236 169.997079347771 0.527530412337545 0.133326026165158 3.95669493429636 7.59938783652343e-5 0.0313794202426779 NW_026852917.1 8177 23998  plus elongin-C 132728236 protein-coding XM_060713845.1 "elongin-C, transcript variant X1" XP_060569828.1 elongin-C 119 
6.03251507677308 7.11691485421094 8.56039932783618 7.11402873495373 9.16805265792783 8.70378346347428 7.81820728530043 7.61053932495238 6.52296840466252 7.12291240010368 6.84648959907508 8.21127435281414 6.77020109413821 7.80695434284618 7.56826369125144 7.30887449248793 6.07444573242135 6.35059475685588 7.39501577513334 6.95737018280173 6.56552615317499 6.80851002271444 6.19926601236445 6.50710958230949 7.33633623002972 6.51904047967579 6.5588264593537 6.05309521194727 6.76510149809647 7.24643794612277 LOC132740341 163.843954885787 -1.0096084035897 0.254322849135896 -3.9697903944534 7.19358857464415e-5 0.0313794202426779 NW_026854518.1 73530 83094  minus "uncharacterized LOC132740341" 132740341 protein-coding XM_060728221.1 "uncharacterized LOC132740341" XP_060584204.1 "uncharacterized protein LOC132740341" 1061 
5.31016832819786 5.22667326322869 4.74687427144112 4.70737121648096 6.01055747722451 5.36356016845028 5.2454790666736 4.49849359846243 5.4306145014113 4.72587748158884 5.58418069580008 5.07442203776411 6.37922149105535 4.85136060260292 4.82180504162031 6.48062391542965 6.21331541362103 6.87824618995938 6.7796410031024 5.00528681334729 7.58810415981451 4.39205274389477 5.50703140099785 5.11826833889251 6.41043984355123 5.66440373464332 7.96843891440087 5.3130686164518 6.99083120355832 5.76302565628581 LOC132745166 62.7389259864658 1.19280898552925 0.29758218741327 4.00833462478965 6.11484361813087e-5 0.0313794202426779 NW_026856025.1 329898 398929  minus "uncharacterized LOC132745166" 132745166 protein-coding XM_060733992.1 "uncharacterized LOC132745166" XP_060589975.1 "uncharacterized protein LOC132745166" 576 
6.95875621497265 7.15199644520364 7.31718183173584 7.40038637875088 7.58809732115364 7.58111601550974 7.4880159655654 6.50169030971852 7.15693722342077 7.48572872206587 6.83442112262033 7.28031805467425 7.04093895155307 7.52320437939439 7.82587332252183 6.30220409006433 5.29651129492512 6.46342001626307 6.68640379313905 6.87150040594742 6.72358621261318 6.35923102353314 6.29316946460723 7.12303578807219 7.40775273771406 6.14524036212439 6.80258460744161 5.90544890956395 6.90472964113191 6.97450047623593 LOC132746437 128.099938520346 -0.68229062040306 0.171722651558812 -3.9732127020493 7.09096741899719e-5 0.0313794202426779 NW_026856414.1 363669 377495  plus "uncharacterized LOC132746437" 132746437 protein-coding XM_060735576.1 "uncharacterized LOC132746437" XP_060591559.1 "uncharacterized protein LOC132746437" 1480 
9.02079346469821 9.77610644152612 10.2677582276456 9.8793892327107 9.70070947082015 10.6380646282516 10.1675516494192 9.59756133078941 10.2181612062917 9.84180021472738 9.63438391245491 10.2616138438649 10.052902475768 10.5139367499833 9.86396480816243 8.66587345166201 9.07621162971535 9.29639940490752 9.09102583165433 8.8988638004371 9.86136238465783 9.36822896789014 8.95180066315544 8.91265851182379 9.80121039144551 9.10689877559808 9.90821301941626 7.82186395522166 9.8829401540614 9.6034388424488 LOC132713118 833.245160821139 -0.705057319509794 0.178397548025027 -3.9521693392943 7.74459027584823e-5 0.0313794202426779 NW_026860702.1 54791 67696  minus "inhibitor of growth protein 5-like" 132713118 protein-coding XM_060695590.1 "inhibitor of growth protein 5-like, transcript variant X1" XP_060551573.1 "inhibitor of growth protein 5-like isoform X1" 250 
7.41307392390499 8.77962148932948 8.36276925157485 7.81045730450951 8.34160813041719 9.45276567303885 9.45270194924394 8.67055551423599 7.26865355470146 8.71242609061419 9.08639522703749 9.38701996934978 7.52852363724296 8.00366695803418 8.18084257993408 6.53550926897738 6.41385179617424 7.16234124605947 7.72698190004858 7.1880048893753 7.96142623035142 6.90527855226144 7.7491547165361 8.12233685583757 8.62194903183879 7.71654964582114 7.9558894045558 6.15468947254755 7.68286542908675 7.98175729222896 LOC132722155 290.305574624331 -0.994853105754741 0.250297308622354 -3.97468558983095 7.04722910391894e-5 0.0313794202426779 NW_026863469.1 7576 19671  plus cylicin-1-like 132722155 protein-coding XM_060706598.1 cylicin-1-like XP_060562581.1 cylicin-1-like 374 
4.34608020493279 5.03952187244298 4.74687427144112 5.03285543822816 5.50234007451268 4.15752448289372 4.49478330580404 5.04464039151959 5.29645211010488 6.9003352692485 6.10986952781987 6.17042604850679 4.97351415395905 4.58620943605031 6.37235276434563 5.08308145230009 3.7831586538444 4.17547695743514 4.09117998788941 5.29640004392285 1.99671955743814 3.59800435829553 4.93784451438427 3.80472871994134 3.20181470663915 4.51132873529954 3.27454267567575 2.73374212776537 4.8852686851375 4.42054043515821 LOC132729160 30.7258004523078 -1.29578630653486 0.327015090391813 -3.9624663956098 7.41794506924579e-5 0.0313794202426779 NW_026865466.1 93146 99601  plus "zinc finger protein 267-like" 132729160 protein-coding XM_060714906.1 "zinc finger protein 267-like, transcript variant X1" XP_060570889.1 "zinc finger protein 267-like isoform X1" 504 
3.21529946904567 2.14295277444784 4.32961539969839 5.41464187818187 4.40253297399287 4.81827192377094 5.70872232180801 5.66131442860845 2.75381381346591 4.30889299150434 3.75087322004032 4.33381576009965 3.1515533487697 4.43279344139471 3.57443380429882 4.50097394565709 3.59274028864321 5.28288482392861 7.14930761850751 5.00528681334729 8.26242518552364 5.95650603218878 4.58866043529325 5.79423548180938 7.56701698219161 5.97564086463947 3.69273031220181 5.55525479287635 4.74364812379676 4.07709133168071 LOC132723766 45.1313235357299 1.70981324075677 0.435824296932962 3.92317099525952 8.73910790174669e-5 0.0341879928087297 NW_026863904.1 288617 310241  minus "uncharacterized LOC132723766" 132723766 protein-coding XM_060708544.1 "uncharacterized LOC132723766" XP_060564527.1 "uncharacterized protein LOC132723766" 318 
2.89644221334511 2.74295863960213 0 0.732217065474416 2.59390505686215 5.26975948297781 2.61587280912319 1.37866791622993 1.95326120707533 2.70825924237838 2.75529734549945 1.08907850790642 2.95596926555292 3.24508942271456 3.43582447708096 2.98653166997171 4.53167695934523 4.68121337248197 5.09734552457693 5.10898992201973 5.31766206325333 3.94875615323764 1.79530368506241 5.77157112640973 3.73354198434308 4.76378109129519 2.68325919000405 5.80485588359897 5.20642614369315 2.46900964214573 LOC132742094 15.7210118061738 1.87542005950473 0.480026962205962 3.90690566814464 9.34856291975485e-5 0.0353531487748729 NW_026855094.1 196900 216609  minus "uncharacterized LOC132742094" 132742094 protein-coding XM_060730394.1 "uncharacterized LOC132742094, transcript variant X1" XP_060586377.1 "uncharacterized protein LOC132742094 isoform X1" 404 
6.52611810440034 7.35632303792812 6.47032109143372 7.31909034348406 7.44529090009799 9.03485444472767 7.64415658751405 7.39428635307497 6.02574328098661 7.00351793527765 8.83705646248644 7.20515342785832 7.21512594108774 8.10237359356049 7.52617910422019 5.88270246005441 5.16578707536409 7.03251001372438 7.04048524008363 6.64870374465897 6.97293911954089 6.54232706637881 6.1160561135755 7.41391532136036 6.23828643888504 6.92324432553711 7.27626125765885 5.74095145976672 6.13096427934413 6.22342897662135 LOC132741637 147.140425711603 -1.02936250443994 0.264346797959998 -3.89398514520955 9.86106909652637e-5 0.0360883319032554 NW_026854960.1 370207 541357  plus "caspase activity and apoptosis inhibitor 1-like" 132741637 protein-coding XM_060729853.1 "caspase activity and apoptosis inhibitor 1-like, transcript variant X1" XP_060585836.1 "caspase activity and apoptosis inhibitor 1-like" 181 
8.93924662251253 9.12095113769444 9.2530708298706 9.08527532768737 9.56145697398042 9.31573473370308 9.45058803152419 9.68008559131496 8.83531866576469 9.08014553837257 9.01601138583723 9.63422351061879 9.15463360010142 9.01443759493556 9.45450110422628 8.65661855474574 8.64452836702694 8.86901908503642 9.28106410950179 8.95212737532909 8.76381879261213 8.8167063254292 8.60641490562785 8.88389027923112 8.63192512551243 8.74572765801869 9.03878602946618 9.03395720360593 8.95578213645666 9.04853613075519 LOC132746012 540.721225274829 -0.390093275274543 0.101688728324904 -3.8361505911271 1.24977791985778e-4 0.0429658500023834 NW_026856260.1 303451 317333  plus "vasculin-like protein 1" 132746012 protein-coding XM_060735056.1 "vasculin-like protein 1, transcript variant X1" XP_060591039.1 "vasculin-like protein 1 isoform X1" 477 
8.84705453911037 9.57106120422185 9.08708995863533 9.91242920957142 9.33713727913169 8.89262834349568 10.3768354913937 7.78815537780677 8.39284862046775 9.36567463769201 9.27233238218289 9.78009661287504 9.28280293002362 9.23643143179553 9.96350990237378 8.87717271715358 9.20455026871863 7.86037465477199 7.81771281394421 8.29723019996966 7.45508093432432 9.40415449516452 7.94027038747862 8.55942149830767 8.82256083098325 8.33862857215548 8.6637706687661 8.66070591125838 8.6531836572191 8.8781791162131 LOC132723296 528.595753584393 -0.812366477688171 0.211545371294311 -3.84015245863249 1.22957927033883e-4 0.0429658500023834 NW_026863772.1 76895 129791  minus "uncharacterized LOC132723296" 132723296 protein-coding XM_060707969.1 "uncharacterized LOC132723296" XP_060563952.1 "uncharacterized protein LOC132723296" 3152 
